frame_name;position;guessed_gender;actor;gender;top;right;bottom;left;position_list;pos0
MoonriseKingdom-37751.jpeg;[432.32834  96.27391 563.88446 260.91092];F;Kara_Hayward;F;1250;5690;2540;4400;[432.32834, 96.27391, 563.88446, 260.91092];432.32834
MoonriseKingdom-38001.jpeg;[414.9235    55.622833 551.0834   227.7853  ];F;Kara_Hayward;F;640;5620;2190;4080;[414.9235, 55.622833, 551.0834, 227.7853];414.9235
MoonriseKingdom-41251.jpeg;[443.23846  72.29999 583.4742  260.94568];F;Kara_Hayward;F;980;5800;2530;4250;[443.23846, 72.29999, 583.4742, 260.94568];443.23846
MoonriseKingdom-42251.jpeg;[301.96997  68.05611 593.5428  479.91806];F;Kara_Hayward;F;1340;6330;4550;3120;[301.96997, 68.05611, 593.5428, 479.91806];301.96997
MoonriseKingdom-43001.jpeg;[422.05237  81.16817 569.2165  279.10956];F;Kara_Hayward;F;1330;5800;2880;4250;[422.05237, 81.16817, 569.2165, 279.10956];422.05237
MoonriseKingdom-43251.jpeg;[451.50177 138.54854 504.27664 217.73741];F;Kara_Hayward;F;1490;4940;2110;4320;[451.50177, 138.54854, 504.27664, 217.73741];451.50177
MoonriseKingdom-47751.jpeg;[610.7037  118.5481  667.4247  243.52388];F;Frances_McDormand;F;2160;5140;3050;4240;[610.7037, 118.5481, 667.4247, 243.52388];610.7037
MoonriseKingdom-52501.jpeg;[640.0258    47.193718 682.57      99.5867  ];M;Kara_Hayward;F;500;6740;940;6310;[640.0258, 47.193718, 682.57, 99.5867];640.0258
MoonriseKingdom-57251.jpeg;[626.5369  124.43408 826.1556  352.72943];F;Kara_Hayward;F;2220;4070;4070;2210;[626.5369, 124.43408, 826.1556, 352.72943];626.5369
MoonriseKingdom-57501.jpeg;[614.58014 126.43267 814.95404 357.80893];F;Kara_Hayward;F;2220;4070;4070;2210;[614.58014, 126.43267, 814.95404, 357.80893];614.58014
MoonriseKingdom-59751.jpeg;[701.7361   74.05425 795.67096 199.24098];M;Bill_Murray;M;920;2700;1990;1630;[701.7361, 74.05425, 795.67096, 199.24098];701.7361
MoonriseKingdom-61751.jpeg;[448.19022 138.44829 548.93604 259.636  ];F;Jared_Gilman;M;1520;5450;2590;4380;[448.19022, 138.44829, 548.93604, 259.636];448.19022
MoonriseKingdom-62001.jpeg;[386.34546   25.493488 602.6904   302.72516 ];M;Kara_Hayward;F;680;6130;2910;3900;[386.34546, 25.493488, 602.6904, 302.72516];386.34546
MoonriseKingdom-62751.jpeg;[246.01483 170.621   345.4522  306.13007];F;Kara_Hayward;F;1990;3540;3070;2470;[246.01483, 170.621, 345.4522, 306.13007];246.01483
MoonriseKingdom-63751.jpeg;[527.2677  223.75337 564.9692  272.16696];F;Kara_Hayward;F;2340;5610;2700;5250;[527.2677, 223.75337, 564.9692, 272.16696];527.2677
MoonriseKingdom-65251.jpeg;[ 252.95035 -104.66018  646.2223   430.80154];F;Jared_Gilman;M;0;7070;4510;2450;[252.95035, -104.66018, 646.2223, 430.80154];252.95035
MoonriseKingdom-65751.jpeg;[ 247.2787  -140.77077  639.18964  357.98514];F;Jared_Gilman;M;0;6320;3760;2470;[247.2787, -140.77077, 639.18964, 357.98514];247.2787
MoonriseKingdom-66751.jpeg;[489.5425   -31.526077 841.78046  458.73166 ];F;Kara_Hayward;F;330;8030;4180;4180;[489.5425, -31.526077, 841.78046, 458.73166];489.5425
MoonriseKingdom-6751.jpeg;[420.1796   94.07202 597.38885 318.6068 ];F;Kara_Hayward;F;1390;5930;3250;4070;[420.1796, 94.07202, 597.38885, 318.6068];420.1796
MoonriseKingdom-73501.jpeg;[751.42633 264.67456 807.4622  327.06055];M;Frances_McDormand;F;1460;3450;2210;2700;[751.42633, 264.67456, 807.4622, 327.06055];751.42633
MoonriseKingdom-79501.jpeg;[746.48126  90.63653 867.0497  240.71722];M;Frances_McDormand;F;1100;8700;2390;7410;[746.48126, 90.63653, 867.0497, 240.71722];746.48126
MoonriseKingdom-79751.jpeg;[757.34033   70.562485 873.89087  224.50804 ];M;Kara_Hayward;F;2530;5800;4080;4250;[757.34033, 70.562485, 873.89087, 224.50804];757.34033
MoonriseKingdom-95751.jpeg;[446.5511    77.287476 570.05994  234.38129 ];F;Kara_Hayward;F;960;5690;2250;4400;[446.5511, 77.287476, 570.05994, 234.38129];446.5511
MyFault-58009.jpeg;[436.43237   54.286324 602.13904  271.84967 ];M;Gabriel_Guevara;M;770;5930;2630;4070;[436.43237, 54.286324, 602.13904, 271.84967];436.43237
MyFault-6843.jpeg;[526.425     42.634087 545.7122    69.295906];F;Ivan_Sanchez;M;860;2750;1760;1850;[526.425, 42.634087, 545.7122, 69.295906];526.425
MyFault-74592.jpeg;[413.01822   51.152542 547.5268   220.78006 ];M;Ivan_Sanchez;M;960;5260;2250;3970;[413.01822, 51.152542, 547.5268, 220.78006];413.01822
MyFault-90889.jpeg;[327.46378   91.466324 432.29688  229.15459 ];F;Marta_Hazas;F;760;3050;1660;2150;[327.46378, 91.466324, 432.29688, 229.15459];327.46378
MyFault-91337.jpeg;[433.05124  51.07337 555.2092  209.82353];F;Marta_Hazas;F;820;5540;2110;4250;[433.05124, 51.07337, 555.2092, 209.82353];433.05124
PeopleWeMeetonVacation-10777.jpeg;[353.69278  91.16111 452.0207  218.28311];M;Tom_Blyth;M;920;4380;1990;3300;[353.69278, 91.16111, 452.0207, 218.28311];353.69278
PeopleWeMeetonVacation-12036.jpeg;[217.92249   93.488014 340.22046  244.86665 ];M;Tom_Blyth;M;1100;3390;2390;2100;[217.92249, 93.488014, 340.22046, 244.86665];217.92249
PeopleWeMeetonVacation-12109.jpeg;[452.85394  93.86404 526.0491  189.08795];M;Tom_Blyth;M;1050;5270;1790;4530;[452.85394, 93.86404, 526.0491, 189.08795];452.85394
PeopleWeMeetonVacation-151233.jpeg;[320.59344  79.05173 407.4433  198.94116];M;Tom_Blyth;M;1060;3940;1960;3050;[320.59344, 79.05173, 407.4433, 198.94116];320.59344
PeopleWeMeetonVacation-152556.jpeg;[304.64066  79.7058  426.4097  221.80603];M;Tom_Blyth;M;820;4110;2110;2820;[304.64066, 79.7058, 426.4097, 221.80603];304.64066
PeopleWeMeetonVacation-46527.jpeg;[323.23932 184.24005 344.48547 212.6811 ];F;Tom_Blyth;M;1160;3150;2060;2250;[323.23932, 184.24005, 344.48547, 212.6811];323.23932
PitchPerfect-10620.jpeg;[234.27039   39.992374 340.8235   188.76146 ];F;Rebel_Wilson;F;670;3540;1960;2250;[234.27039, 39.992374, 340.8235, 188.76146];234.27039
PitchPerfect-109498.jpeg;[265.33945   61.011204 358.60214  181.39577 ];F;Brittany_Snow;F;820;2250;2110;960;[265.33945, 61.011204, 358.60214, 181.39577];265.33945
PitchPerfect-113331.jpeg;[355.8988   35.14174 514.28815 253.85782];F;Brittany_Snow;F;810;4940;2360;3390;[355.8988, 35.14174, 514.28815, 253.85782];355.8988
PitchPerfect-11616.jpeg;[620.8596   93.4945  666.55164 157.73961];F;Anna_Kendrick;F;1150;4940;1770;4320;[620.8596, 93.4945, 666.55164, 157.73961];620.8596
PitchPerfect-117301.jpeg;[384.75104  61.15761 466.5042  171.64388];F;Anna_Kendrick;F;760;4740;1660;3840;[384.75104, 61.15761, 466.5042, 171.64388];384.75104
PitchPerfect-120186.jpeg;[395.08655  63.98621 475.41782 184.01205];F;Anna_Kendrick;F;860;4840;1760;3940;[395.08655, 63.98621, 475.41782, 184.01205];395.08655
PitchPerfect-120526.jpeg;[207.98111  52.21561 285.66156 148.20044];F;Rebel_Wilson;F;720;2870;1460;2120;[207.98111, 52.21561, 285.66156, 148.20044];207.98111
PitchPerfect-121054.jpeg;[397.55917   26.915161 444.35703   93.478096];F;Brittany_Snow;F;550;2390;1070;1870;[397.55917, 26.915161, 444.35703, 93.478096];397.55917
PitchPerfect-121822.jpeg;[267.05084   45.838448 413.7034   256.59576 ];F;Brittany_Snow;F;980;4250;2530;2700;[267.05084, 45.838448, 413.7034, 256.59576];267.05084
PitchPerfect-121901.jpeg;[188.89073  42.32417 267.77838 138.76744];F;Rebel_Wilson;F;630;2700;1380;1960;[188.89073, 42.32417, 267.77838, 138.76744];188.89073
PitchPerfect-122914.jpeg;[348.48398   47.015396 396.74905  113.03569 ];F;Anna_Kendrick;F;2340;2010;2700;1650;[348.48398, 47.015396, 396.74905, 113.03569];348.48398
PitchPerfect-123064.jpeg;[397.85663   37.128807 457.2109   119.5623  ];F;Anna_Kendrick;F;2450;2100;2970;1580;[397.85663, 37.128807, 457.2109, 119.5623];397.85663
PitchPerfect-123567.jpeg;[237.595     46.376602 380.94824  247.9636  ];F;Brittany_Snow;F;810;3900;2360;2360;[237.595, 46.376602, 380.94824, 247.9636];237.595
PitchPerfect-128377.jpeg;[307.9988    74.642586 396.65717  188.83887 ];M;Rebel_Wilson;F;960;3780;1710;3030;[307.9988, 74.642586, 396.65717, 188.83887];307.9988
PitchPerfect-130322.jpeg;[172.93654   61.140884 335.97632  260.54144 ];F;Anna_Kendrick;F;770;3660;2630;1800;[172.93654, 61.140884, 335.97632, 260.54144];172.93654
PitchPerfect-130687.jpeg;[448.65875 124.99107 526.30054 226.78542];F;Anna_Kendrick;F;1460;5360;2210;4610;[448.65875, 124.99107, 526.30054, 226.78542];448.65875
PitchPerfect-131186.jpeg;[455.88013 128.50775 530.04443 232.20381];F;Anna_Kendrick;F;1460;5440;2360;4540;[455.88013, 128.50775, 530.04443, 232.20381];455.88013
PitchPerfect-144526.jpeg;[594.91907  86.4748  630.9034  131.49664];M;Anna_Kendrick;F;780;2960;1300;2450;[594.91907, 86.4748, 630.9034, 131.49664];594.91907
PitchPerfect-15058.jpeg;[528.178    41.38302 567.4182   95.14871];F;Anna_Kendrick;F;730;2040;1350;1420;[528.178, 41.38302, 567.4182, 95.14871];528.178
PitchPerfect-157390.jpeg;[374.80292   34.750366 461.73474  153.6078  ];F;Brittany_Snow;F;560;4540;1460;3640;[374.80292, 34.750366, 461.73474, 153.6078];374.80292
PitchPerfect-158236.jpeg;[454.99158   55.278137 494.81055  111.27464 ];F;Anna_Kendrick;F;650;4910;1080;4480;[454.99158, 55.278137, 494.81055, 111.27464];454.99158
PitchPerfect-27426.jpeg;[182.7864    55.030373 257.87833  150.56662 ];F;Anna_Kendrick;F;720;2540;1460;1790;[182.7864, 55.030373, 257.87833, 150.56662];182.7864
PitchPerfect-28464.jpeg;[197.35892  34.23983 269.58786 127.97295];F;Anna_Kendrick;F;470;2780;1210;2040;[197.35892, 34.23983, 269.58786, 127.97295];197.35892
PitchPerfect-28654.jpeg;[269.15408   53.653763 341.9049   143.95024 ];F;Anna_Kendrick;F;560;3440;1460;2550;[269.15408, 53.653763, 341.9049, 143.95024];269.15408
PitchPerfect-31770.jpeg;[518.49146   37.845146 568.98      92.96675 ];M;Brittany_Snow;F;880;4190;1630;3450;[518.49146, 37.845146, 568.98, 92.96675];518.49146
PitchPerfect-33133.jpeg;[231.38525  26.03316 394.38037 241.72835];F;Brittany_Snow;F;570;4070;2420;2210;[231.38525, 26.03316, 394.38037, 241.72835];231.38525
PitchPerfect-33329.jpeg;[300.4978   60.587   433.41434 248.06303];F;Brittany_Snow;F;960;4400;2250;3110;[300.4978, 60.587, 433.41434, 248.06303];300.4978
PitchPerfect-34460.jpeg;[429.98462   58.712345 514.5071   160.86462 ];F;Rebel_Wilson;F;760;5240;1660;4340;[429.98462, 58.712345, 514.5071, 160.86462];429.98462
PitchPerfect-35890.jpeg;[240.20848  63.70689 340.2636  207.43697];F;Brittany_Snow;F;920;3540;1990;2470;[240.20848, 63.70689, 340.2636, 207.43697];240.20848
PitchPerfect-37390.jpeg;[362.39474  69.58787 451.9121  203.0606 ];F;Anna_Kendrick;F;800;4500;1870;3420;[362.39474, 69.58787, 451.9121, 203.0606];362.39474
PitchPerfect-38578.jpeg;[402.2383    24.133532 444.09555  112.23793 ];M;Rebel_Wilson;F;590;3150;1220;2520;[402.2383, 24.133532, 444.09555, 112.23793];402.2383
PitchPerfect-45505.jpeg;[602.8231   34.83884 666.34625 110.01795];M;Brittany_Snow;F;630;2450;1380;1710;[602.8231, 34.83884, 666.34625, 110.01795];602.8231
PitchPerfect-45918.jpeg;[580.6045   61.0896  638.04    150.91463];F;Anna_Kendrick;F;820;4540;2110;3250;[580.6045, 61.0896, 638.04, 150.91463];580.6045
PitchPerfect-46395.jpeg;[562.1819    33.8523   634.3805   124.933075];M;Anna_Kendrick;F;920;5570;1990;4500;[562.1819, 33.8523, 634.3805, 124.933075];562.1819
PitchPerfect-47279.jpeg;[591.44495   29.828629 702.0124   217.92953 ];F;Anna_Kendrick;F;960;4400;2250;3110;[591.44495, 29.828629, 702.0124, 217.92953];591.44495
PitchPerfect-53068.jpeg;[161.7593   51.54837 231.0294  145.20247];F;Anna_Kendrick;F;630;2290;1380;1540;[161.7593, 51.54837, 231.0294, 145.20247];161.7593
PitchPerfect-54699.jpeg;[259.67126  80.6305  335.40692 171.60909];F;Anna_Kendrick;F;880;3450;1630;2700;[259.67126, 80.6305, 335.40692, 171.60909];259.67126
PitchPerfect-55439.jpeg;[143.58493  64.669   236.78609 192.45749];F;Anna_Kendrick;F;800;2470;1870;1390;[143.58493, 64.669, 236.78609, 192.45749];143.58493
PitchPerfect-55731.jpeg;[176.70508   62.495995 269.61685  189.40797 ];F;Anna_Kendrick;F;800;2820;1870;1750;[176.70508, 62.495995, 269.61685, 189.40797];176.70508
PitchPerfect-56148.jpeg;[204.02554  65.24852 297.1413  192.01126];F;Anna_Kendrick;F;860;3050;1760;2150;[204.02554, 65.24852, 297.1413, 192.01126];204.02554
PitchPerfect-58203.jpeg;[326.128     62.228798 422.35995  180.60152 ];F;Rebel_Wilson;F;760;4140;1660;3250;[326.128, 62.228798, 422.35995, 180.60152];326.128
PitchPerfect-58801.jpeg;[532.9529    33.42996  598.6563   127.349464];F;Anna_Kendrick;F;680;3780;1750;2700;[532.9529, 33.42996, 598.6563, 127.349464];532.9529
PitchPerfect-61747.jpeg;[265.8442    41.633766 339.61017  146.13422 ];F;Anna_Kendrick;F;560;3540;1460;2650;[265.8442, 41.633766, 339.61017, 146.13422];265.8442
PitchPerfect-66544.jpeg;[560.0932   91.57737 605.13617 164.95131];F;Anna_Kendrick;F;800;3280;1550;2540;[560.0932, 91.57737, 605.13617, 164.95131];560.0932
PitchPerfect-70835.jpeg;[555.9002    92.864235 596.3761   146.84778 ];M;Anna_Kendrick;F;1060;5140;1960;4240;[555.9002, 92.864235, 596.3761, 146.84778];555.9002
PitchPerfect-7235.jpeg;[206.70587   39.563522 344.0992   224.52344 ];F;Rebel_Wilson;F;820;3540;2110;2250;[206.70587, 39.563522, 344.0992, 224.52344];206.70587
PitchPerfect-80679.jpeg;[169.96153   46.126606 235.81943  138.17276 ];F;Anna_Kendrick;F;630;2450;1380;1710;[169.96153, 46.126606, 235.81943, 138.17276];169.96153
PitchPerfect-80843.jpeg;[180.07051   44.092926 248.70901  136.83    ];F;Anna_Kendrick;F;630;2540;1380;1790;[180.07051, 44.092926, 248.70901, 136.83];180.07051
PitchPerfect-81087.jpeg;[180.16544   43.261196 248.65942  136.24306 ];F;Anna_Kendrick;F;630;2540;1380;1790;[180.16544, 43.261196, 248.65942, 136.24306];180.16544
PitchPerfect-81236.jpeg;[174.28241   40.578285 247.84427  140.16469 ];F;Anna_Kendrick;F;630;2540;1380;1790;[174.28241, 40.578285, 247.84427, 140.16469];174.28241
PitchPerfect-81506.jpeg;[170.82603   43.478245 243.0484   142.46774 ];F;Anna_Kendrick;F;630;2450;1380;1710;[170.82603, 43.478245, 243.0484, 142.46774];170.82603
PitchPerfect-81658.jpeg;[185.75249   41.559834 253.53522  134.12035 ];F;Anna_Kendrick;F;550;2620;1300;1870;[185.75249, 41.559834, 253.53522, 134.12035];185.75249
PitchPerfect-84813.jpeg;[170.47618   51.181877 311.4834   224.25403 ];F;Anna_Kendrick;F;810;3220;2360;1670;[170.47618, 51.181877, 311.4834, 224.25403];170.47618
PitchPerfect-85081.jpeg;[184.96254  49.78882 320.2517  235.40868];F;Anna_Kendrick;F;810;3390;2360;1840;[184.96254, 49.78882, 320.2517, 235.40868];184.96254
PitchPerfect-85297.jpeg;[169.7638   50.88095 308.1951  237.38477];F;Anna_Kendrick;F;810;3220;2360;1670;[169.7638, 50.88095, 308.1951, 237.38477];169.7638
PitchPerfect-85549.jpeg;[372.2961    47.766434 421.79962  102.56016 ];F;Rebel_Wilson;F;490;4230;1010;3710;[372.2961, 47.766434, 421.79962, 102.56016];372.2961
PitchPerfect-85681.jpeg;[288.99448   36.180645 455.66925  264.8682  ];F;Rebel_Wilson;F;770;4480;2630;2620;[288.99448, 36.180645, 455.66925, 264.8682];288.99448
PitchPerfect-86496.jpeg;[197.67932  71.13511 328.40088 250.65678];F;Anna_Kendrick;F;980;3560;2530;2010;[197.67932, 71.13511, 328.40088, 250.65678];197.67932
PitchPerfect-86650.jpeg;[177.76619   70.792114 306.51205  242.2509  ];F;Anna_Kendrick;F;980;3220;2530;1670;[177.76619, 70.792114, 306.51205, 242.2509];177.76619
PitchPerfect-87687.jpeg;[366.99362  72.15065 433.44815 161.88046];F;Anna_Kendrick;F;940;4250;1560;3630;[366.99362, 72.15065, 433.44815, 161.88046];366.99362
PitchPerfect-91684.jpeg;[401.7989    30.762884 475.92764  123.30765 ];F;Rebel_Wilson;F;470;4690;1210;3950;[401.7989, 30.762884, 475.92764, 123.30765];401.7989
Playdate-103236.jpeg;[459.92172 179.10011 507.49762 235.14372];M;Alan_Ritchson;M;670;2790;1180;2270;[459.92172, 179.10011, 507.49762, 235.14372];459.92172
Playdate-103995.jpeg;[409.613     53.386635 507.08716  190.78534 ];M;Alan_Ritchson;M;800;5090;1870;4020;[409.613, 53.386635, 507.08716, 190.78534];409.613
Playdate-104439.jpeg;[432.8112    35.66118  493.37808  119.238976];M;Alan_Ritchson;M;530;4940;1150;4320;[432.8112, 35.66118, 493.37808, 119.238976];432.8112
Playdate-104500.jpeg;[482.89258   9.5012  567.29047 121.11246];M;Alan_Ritchson;M;260;5730;1160;4840;[482.89258, 9.5012, 567.29047, 121.11246];482.89258
Playdate-106629.jpeg;[479.03586   31.243116 538.942    109.99814 ];M;Alan_Ritchson;M;390;5360;1010;4740;[479.03586, 31.243116, 538.942, 109.99814];479.03586
Playdate-106743.jpeg;[426.0617   59.79314 467.16254 115.58989];M;Alan_Ritchson;M;650;4670;1080;4240;[426.0617, 59.79314, 467.16254, 115.58989];426.0617
Playdate-107623.jpeg;[454.93198  90.23529 504.19968 150.31082];M;Alan_Ritchson;M;380;2960;900;2450;[454.93198, 90.23529, 504.19968, 150.31082];454.93198
Playdate-108673.jpeg;[488.05557 103.47648 541.6105  172.46687];M;Alan_Ritchson;M;440;2850;950;2330;[488.05557, 103.47648, 541.6105, 172.46687];488.05557
Playdate-109813.jpeg;[427.69962  65.61538 462.59482 109.83017];M;Alan_Tudyk;M;700;4610;1060;4250;[427.69962, 65.61538, 462.59482, 109.83017];427.69962
Playdate-110476.jpeg;[236.89565  36.59756 340.76614 181.85999];M;Alan_Ritchson;M;680;3540;1750;2470;[236.89565, 36.59756, 340.76614, 181.85999];236.89565
Playdate-110683.jpeg;[211.49014  41.85338 309.388   182.2847 ];M;Alan_Ritchson;M;680;3300;1750;2230;[211.49014, 41.85338, 309.388, 182.2847];211.49014
Playdate-110866.jpeg;[273.23993   28.077553 402.45157  210.1002  ];M;Alan_Ritchson;M;670;4110;1960;2820;[273.23993, 28.077553, 402.45157, 210.1002];273.23993
Playdate-111111.jpeg;[253.0785    44.828354 366.60928  205.31429 ];M;Alan_Ritchson;M;820;3820;2110;2530;[253.0785, 44.828354, 366.60928, 205.31429];253.0785
Playdate-11190.jpeg;[273.92758  35.62222 362.34183 156.38884];M;Kevin_James;M;560;3780;1630;2700;[273.92758, 35.62222, 362.34183, 156.38884];273.92758
Playdate-112386.jpeg;[246.44208  61.28336 353.56125 211.45767];M;Alan_Ritchson;M;920;3660;1990;2590;[246.44208, 61.28336, 353.56125, 211.45767];246.44208
Playdate-112636.jpeg;[240.4946    38.149338 358.30945  204.63612 ];M;Alan_Ritchson;M;670;3680;1960;2390;[240.4946, 38.149338, 358.30945, 204.63612];240.4946
Playdate-112825.jpeg;[278.69922  38.7671  385.68817 192.56174];M;Alan_Ritchson;M;680;4020;1750;2940;[278.69922, 38.7671, 385.68817, 192.56174];278.69922
Playdate-112944.jpeg;[264.36984  33.72875 377.18735 190.58763];M;Alan_Ritchson;M;530;3820;1820;2530;[264.36984, 33.72875, 377.18735, 190.58763];264.36984
Playdate-113219.jpeg;[260.1841    38.465588 370.03455  195.57153 ];M;Alan_Ritchson;M;680;3780;1750;2700;[260.1841, 38.465588, 370.03455, 195.57153];260.1841
Playdate-113343.jpeg;[278.62573   41.885952 389.9978   200.64082 ];M;Alan_Ritchson;M;670;4110;1960;2820;[278.62573, 41.885952, 389.9978, 200.64082];278.62573
Playdate-113652.jpeg;[263.6324    41.411823 372.0383   196.38235 ];M;Alan_Ritchson;M;670;3820;1960;2530;[263.6324, 41.411823, 372.0383, 196.38235];263.6324
Playdate-113719.jpeg;[268.46246   54.234367 379.401    210.99547 ];M;Alan_Ritchson;M;820;3970;2110;2680;[268.46246, 54.234367, 379.401, 210.99547];268.46246
Playdate-114321.jpeg;[357.18076 115.10863 448.937   239.49222];M;Alan_Ritchson;M;1280;4620;2350;3540;[357.18076, 115.10863, 448.937, 239.49222];357.18076
Playdate-114668.jpeg;[610.3208 195.611  669.6592 306.4227];M;Alan_Ritchson;M;660;3250;1560;2350;[610.3208, 195.611, 669.6592, 306.4227];610.3208
Playdate-114975.jpeg;[490.71375   45.821583 541.64374  114.04377 ];M;Alan_Ritchson;M;460;5360;1080;4740;[490.71375, 45.821583, 541.64374, 114.04377];490.71375
Playdate-115784.jpeg;[299.87457   59.2483   340.81705  108.718506];M;Alan_Ritchson;M;600;3380;1030;2950;[299.87457, 59.2483, 340.81705, 108.718506];299.87457
Playdate-115883.jpeg;[238.15726   56.614223 288.63138  123.36276 ];M;Alan_Ritchson;M;670;2910;1180;2390;[238.15726, 56.614223, 288.63138, 123.36276];238.15726
Playdate-116157.jpeg;[280.8756   55.71544 355.35516 154.53076];M;Alan_Ritchson;M;720;3530;1460;2780;[280.8756, 55.71544, 355.35516, 154.53076];280.8756
Playdate-116800.jpeg;[393.40594 107.82545 484.84366 233.4635 ];M;Alan_Ritchson;M;1160;4850;2230;3780;[393.40594, 107.82545, 484.84366, 233.4635];393.40594
Playdate-119724.jpeg;[239.91257  60.67002 388.3332  266.33102];M;Alan_Ritchson;M;980;4080;2530;2530;[239.91257, 60.67002, 388.3332, 266.33102];239.91257
Playdate-119996.jpeg;[577.07465 133.60837 609.4355  179.59044];F;Alan_Tudyk;M;360;2850;1260;1950;[577.07465, 133.60837, 609.4355, 179.59044];577.07465
Playdate-121451.jpeg;[430.81735  48.70784 500.37802 133.72781];M;Kevin_James;M;470;5110;1210;4360;[430.81735, 48.70784, 500.37802, 133.72781];430.81735
Playdate-121780.jpeg;[240.70248  22.97648 404.44052 243.13503];M;Alan_Ritchson;M;570;4280;2420;2420;[240.70248, 22.97648, 404.44052, 243.13503];240.70248
Playdate-12246.jpeg;[524.3931  119.12986 631.46265 301.41052];F;Kevin_James;M;820;3680;2110;2390;[524.3931, 119.12986, 631.46265, 301.41052];524.3931
Playdate-12359.jpeg;[424.66962   65.009384 524.07526  201.01689 ];F;Sarah_Chalke;F;920;5330;1990;4260;[424.66962, 65.009384, 524.07526, 201.01689];424.66962
Playdate-124093.jpeg;[444.7331  209.63112 499.3214  282.79913];F;Alan_Ritchson;M;940;3630;1560;3010;[444.7331, 209.63112, 499.3214, 282.79913];444.7331
Playdate-124150.jpeg;[272.2254    22.678381 349.3106   127.901535];M;Kevin_James;M;360;3540;1260;2650;[272.2254, 22.678381, 349.3106, 127.901535];272.2254
Playdate-124400.jpeg;[489.50555 221.15317 541.168   292.4652 ];F;Alan_Ritchson;M;880;3530;1630;2780;[489.50555, 221.15317, 541.168, 292.4652];489.50555
Playdate-124534.jpeg;[484.94226 221.80449 537.5635  293.49753];F;Alan_Ritchson;M;940;3350;1560;2730;[484.94226, 221.80449, 537.5635, 293.49753];484.94226
Playdate-15537.jpeg;[353.52435   60.786667 395.97208  122.55455 ];F;Isla_Fisher;F;670;3940;1180;3430;[353.52435, 60.786667, 395.97208, 122.55455];353.52435
Playdate-16165.jpeg;[412.87985   38.466923 505.829    160.558   ];F;Isla_Fisher;F;560;5090;1630;4020;[412.87985, 38.466923, 505.829, 160.558];412.87985
Playdate-16295.jpeg;[447.11392  42.88773 532.0818  158.16705];F;Isla_Fisher;F;660;5240;1560;4340;[447.11392, 42.88773, 532.0818, 158.16705];447.11392
Playdate-16451.jpeg;[433.823    42.23711 516.93243 156.436  ];F;Isla_Fisher;F;660;5140;1560;4240;[433.823, 42.23711, 516.93243, 156.436];433.823
Playdate-16857.jpeg;[403.2132    62.593025 489.57175  185.07085 ];F;Isla_Fisher;F;680;4850;1750;3780;[403.2132, 62.593025, 489.57175, 185.07085];403.2132
Playdate-17055.jpeg;[385.14334  39.91413 477.58444 159.42317];F;Isla_Fisher;F;660;4740;1560;3840;[385.14334, 39.91413, 477.58444, 159.42317];385.14334
Playdate-17547.jpeg;[195.88994   62.840675 294.4401   197.88354 ];M;Kevin_James;M;670;3110;1960;1820;[195.88994, 62.840675, 294.4401, 197.88354];195.88994
Playdate-18144.jpeg;[459.89233  68.99084 487.19168 107.59234];F;Isla_Fisher;F;1460;4610;1820;4250;[459.89233, 68.99084, 487.19168, 107.59234];459.89233
Playdate-20922.jpeg;[466.72836     4.0639286 555.9103    122.88046  ];M;Alan_Ritchson;M;260;5630;1160;4740;[466.72836, 4.0639286, 555.9103, 122.88046];466.72836
Playdate-20985.jpeg;[422.67706  44.26218 494.63672 131.10335];M;Alan_Ritchson;M;550;4940;1300;4190;[422.67706, 44.26218, 494.63672, 131.10335];422.67706
Playdate-21325.jpeg;[406.3927    13.511467 524.1928   179.45322 ];M;Alan_Ritchson;M;390;5110;1680;3820;[406.3927, 13.511467, 524.1928, 179.45322];406.3927
Playdate-21696.jpeg;[377.99347    15.0932665 486.3265    170.36584  ];M;Alan_Ritchson;M;390;4830;1680;3540;[377.99347, 15.0932665, 486.3265, 170.36584];377.99347
Playdate-22401.jpeg;[435.6156   39.10834 499.71075 125.66037];M;Alan_Ritchson;M;470;5020;1210;4280;[435.6156, 39.10834, 499.71075, 125.66037];435.6156
Playdate-22589.jpeg;[400.67047   44.928635 468.49768  133.58809 ];M;Alan_Ritchson;M;550;4780;1300;4030;[400.67047, 44.928635, 468.49768, 133.58809];400.67047
Playdate-25250.jpeg;[588.2438    57.444515 637.2728   116.03988 ];M;Alan_Ritchson;M;820;4400;2110;3110;[588.2438, 57.444515, 637.2728, 116.03988];588.2438
Playdate-25443.jpeg;[611.73584 102.94833 663.6543  169.3236 ];M;Alan_Ritchson;M;960;3680;2250;2390;[611.73584, 102.94833, 663.6543, 169.3236];611.73584
Playdate-26784.jpeg;[325.5771    34.693665 469.5113   240.05418 ];M;Alan_Ritchson;M;360;5100;2220;3240;[325.5771, 34.693665, 469.5113, 240.05418];325.5771
Playdate-28983.jpeg;[436.88513   47.614517 529.38763  166.56378 ];M;Alan_Ritchson;M;760;5240;1660;4340;[436.88513, 47.614517, 529.38763, 166.56378];436.88513
Playdate-29122.jpeg;[333.7098    63.714176 432.13397  201.35603 ];M;Alan_Ritchson;M;920;4380;1990;3300;[333.7098, 63.714176, 432.13397, 201.35603];333.7098
